DateTime,adminuserservice_cpu,adminuserservice_mem,assuranceservice_cpu,assuranceservice_mem,contactsservice_cpu,contactsservice_mem,foodservice_cpu,foodservice_mem,orderservice_cpu,orderservice_mem,preserveservice_cpu,preserveservice_mem,travelservice_cpu,travelservice_mem,uidashboard_cpu,uidashboard_mem,userservice_cpu,userservice_mem
2022-06-01 18:21:37.727629,0.04,0.85,0.04,0.71,0.05,0.84,0.22,0.78,0.04,0.77,0.04,0.74,0.05,0.89,0.0,0.01,0.06,0.74
2022-06-01 18:21:42.727629,0.05,0.85,0.06,0.71,0.04,0.84,0.05,0.78,0.12,0.77,0.07,0.74,0.04,0.89,0.0,0.01,0.05,0.74
2022-06-01 18:21:47.727629,0.07,0.85,0.1,0.71,0.06,0.84,0.09,0.78,0.07,0.77,0.06,0.74,0.06,0.89,0.0,0.01,0.08,0.74
2022-06-01 18:21:52.727629,0.04,0.85,0.04,0.71,0.04,0.84,0.05,0.78,0.23,0.77,0.06,0.74,0.04,0.89,0.0,0.01,0.05,0.74
2022-06-01 18:21:57.727629,0.04,0.85,0.04,0.71,0.06,0.84,0.06,0.78,0.09,0.77,0.03,0.74,0.06,0.89,0.0,0.01,0.03,0.74
2022-06-01 18:22:02.727629,0.04,0.85,0.05,0.71,0.05,0.87,0.04,0.78,0.04,0.77,0.08,0.74,0.05,0.89,0.0,0.01,0.05,0.74
2022-06-01 18:22:07.727629,0.04,0.85,0.05,0.71,0.04,0.87,0.04,0.78,0.05,0.77,0.04,0.75,0.06,0.89,0.0,0.01,0.05,0.75
2022-06-01 18:22:12.727629,0.06,0.85,0.08,0.71,0.07,0.87,0.09,0.78,0.09,0.77,0.07,0.75,0.08,0.89,0.0,0.01,0.07,0.75
2022-06-01 18:22:17.727629,0.05,0.85,0.05,0.71,0.04,0.87,0.03,0.78,0.04,0.77,0.03,0.75,0.04,0.89,0.0,0.01,0.09,0.75
2022-06-01 18:22:22.727629,0.05,0.85,0.04,0.71,0.03,0.87,0.04,0.78,0.13,0.77,0.04,0.75,0.06,0.89,0.0,0.01,0.04,0.75
2022-06-01 18:22:27.727629,0.07,0.85,0.06,0.71,0.06,0.87,0.08,0.78,0.09,0.76,0.05,0.75,0.06,0.89,0.0,0.01,0.07,0.75
2022-06-01 18:22:32.727629,0.05,0.85,0.11,0.71,0.04,0.87,0.17,0.78,0.06,0.76,0.07,0.75,0.03,0.89,0.0,0.01,0.05,0.75
2022-06-01 18:22:37.727629,0.06,0.85,0.08,0.71,0.06,0.87,0.14,0.78,0.09,0.76,0.06,0.75,0.05,0.89,0.0,0.01,0.07,0.75
2022-06-01 18:22:42.727629,0.03,0.85,0.04,0.71,0.05,0.87,0.04,0.78,0.04,0.76,0.03,0.75,0.04,0.89,0.0,0.01,0.04,0.75
2022-06-01 18:22:47.727629,0.07,0.85,0.05,0.71,0.04,0.87,0.06,0.78,0.04,0.76,0.04,0.75,0.04,0.89,0.0,0.01,0.04,0.75
2022-06-01 18:22:52.727629,0.03,0.85,0.03,0.71,0.06,0.86,0.04,0.78,0.04,0.76,0.06,0.75,0.04,0.89,0.0,0.01,0.04,0.75
2022-06-01 18:22:57.727629,0.04,0.85,0.04,0.71,0.04,0.86,0.04,0.78,0.09,0.76,0.16,0.75,0.07,0.89,0.0,0.01,0.05,0.75
2022-06-01 18:23:02.727629,0.06,0.85,0.05,0.71,0.04,0.86,0.03,0.78,0.05,0.76,0.05,0.75,0.08,0.89,0.0,0.01,0.06,0.75
2022-06-01 18:23:07.727629,0.03,0.85,0.04,0.71,0.03,0.86,0.07,0.77,0.03,0.76,0.05,0.75,0.05,0.89,0.0,0.01,0.04,0.75
2022-06-01 18:23:12.727629,0.07,0.85,0.04,0.71,0.05,0.86,0.03,0.77,0.58,0.76,0.03,0.75,0.04,0.9,0.0,0.01,0.04,0.75
2022-06-01 18:23:17.727629,0.04,0.85,0.07,0.71,0.03,0.86,0.62,0.77,0.03,0.76,0.02,0.75,0.03,0.89,0.0,0.01,0.05,0.75
2022-06-01 18:23:22.727629,0.03,0.85,0.04,0.71,0.04,0.86,0.03,0.77,0.03,0.76,0.04,0.75,0.03,0.89,0.0,0.01,0.03,0.75
2022-06-01 18:23:27.727629,0.07,0.85,0.04,0.71,0.54,0.86,0.04,0.77,0.06,0.76,0.07,0.75,0.04,0.89,0.0,0.01,0.04,0.75
2022-06-01 18:23:32.727629,0.03,0.85,0.05,0.71,0.04,0.86,0.03,0.77,0.03,0.76,0.03,0.76,0.04,0.89,0.0,0.01,0.04,0.75
2022-06-01 18:23:37.727629,0.03,0.85,0.09,0.71,0.04,0.86,0.03,0.77,0.04,0.76,0.08,0.75,0.04,0.9,0.0,0.01,0.04,0.75
2022-06-01 18:23:42.727629,0.05,0.85,0.03,0.71,0.05,0.86,0.03,0.77,0.04,0.76,0.03,0.75,0.06,0.89,0.0,0.01,0.08,0.75
2022-06-01 18:23:47.727629,0.04,0.85,0.04,0.71,0.04,0.86,0.04,0.77,0.04,0.76,0.03,0.75,0.05,0.89,0.0,0.01,0.06,0.75
2022-06-01 18:23:52.727629,0.04,0.85,0.04,0.71,0.04,0.86,0.07,0.77,0.1,0.76,0.04,0.75,0.04,0.89,0.0,0.01,0.04,0.75
2022-06-01 18:23:57.727629,0.05,0.85,0.36,0.71,0.05,0.86,0.06,0.77,0.07,0.76,0.05,0.75,0.05,0.89,0.0,0.01,0.06,0.75
2022-06-01 18:24:02.727629,0.05,0.85,0.03,0.71,0.03,0.86,0.08,0.77,0.04,0.76,0.03,0.75,0.03,0.89,0.0,0.01,0.05,0.75
2022-06-01 18:24:07.727629,0.03,0.85,0.04,0.71,0.05,0.86,0.03,0.76,0.06,0.76,0.03,0.75,0.04,0.89,0.0,0.01,0.04,0.75
2022-06-01 18:24:12.727629,0.03,0.86,0.05,0.71,0.07,0.86,0.07,0.76,0.04,0.76,0.06,0.75,0.04,0.89,0.0,0.01,0.04,0.75
2022-06-01 18:24:17.727629,0.03,0.86,0.04,0.71,0.04,0.86,0.04,0.76,0.05,0.76,0.03,0.76,0.04,0.9,0.0,0.01,0.04,0.75
2022-06-01 18:24:22.727629,0.11,0.86,0.04,0.71,0.04,0.86,0.04,0.76,0.04,0.76,0.08,0.76,0.07,0.9,0.0,0.01,0.05,0.75
2022-06-01 18:24:27.727629,0.03,0.86,0.04,0.71,0.04,0.85,0.08,0.76,0.04,0.76,0.04,0.75,0.04,0.89,0.0,0.01,0.07,0.75
2022-06-01 18:24:32.727629,0.08,0.86,0.07,0.71,0.05,0.85,0.05,0.76,0.08,0.76,0.09,0.75,0.05,0.89,0.0,0.01,0.05,0.75
2022-06-01 18:24:37.727629,0.05,0.86,0.08,0.71,0.04,0.85,0.04,0.76,0.08,0.75,0.04,0.75,0.04,0.89,0.0,0.01,0.04,0.75
2022-06-01 18:24:42.727629,0.05,0.86,0.04,0.71,0.04,0.85,0.09,0.76,0.06,0.75,0.04,0.75,0.04,0.89,0.0,0.01,0.06,0.75
2022-06-01 18:24:47.727629,0.03,0.86,0.05,0.71,0.04,0.85,0.04,0.76,0.03,0.75,0.05,0.76,0.05,0.89,0.0,0.01,0.04,0.76
2022-06-01 18:24:52.727629,0.04,0.86,0.04,0.71,0.07,0.85,0.04,0.76,0.09,0.75,0.08,0.75,0.04,0.9,0.0,0.01,0.04,0.76
2022-06-01 18:24:57.727629,0.03,0.86,0.04,0.71,0.05,0.85,0.04,0.76,0.03,0.75,0.04,0.75,0.05,0.9,0.0,0.01,0.04,0.76
2022-06-01 18:25:02.727629,0.04,0.86,0.04,0.71,0.04,0.85,0.06,0.76,0.09,0.75,0.06,0.75,0.04,0.9,0.0,0.01,0.04,0.76
